Query,GetItem
0.007388126999999578,0.004257121000000197
0.00516832700000025,0.0037874210000001796
0.005837789000000093,0.004214311000000137
0.005110655999999825,0.005577385999999684
0.008715689999999832,0.004004328999999807
0.006956428999999709,0.004422862000000194
0.008680779000000083,0.005197429999999947
0.005649787999999933,0.00426811799999971
0.0057369770000001985,0.004060149999999929
0.007716435999999938,0.0073036619999999886
0.005718637999999832,0.004189611999999343
0.005846591999999706,0.004072040999999693
0.0056857550000000145,0.00413104899999972
0.006529899000000228,0.003941023999999516
0.005589767000000023,0.004029733000000313
0.005392791999999869,0.003944204999999812
0.005260793000000152,0.00403098300000071
0.005747303999999787,0.003966805000000129
0.008828619000000426,0.004133619000000088
0.005371024000000002,0.00716145199999918
0.0051585300000001055,0.004424679999999626
0.005277669000000262,0.004061223999999974
0.004951335000000334,0.003950558000000548
0.004851625000000137,0.003951659000000163
0.004918382999999693,0.004059723000000126
0.00502890899999997,0.004003819999999436
0.0050184070000001135,0.003932795999999961
0.008078267000000139,0.0039360799999998974
0.005076832999999947,0.003879526999999605
0.00651780699999982,0.00677765400000041
0.005307957000000307,0.0038270130000004343
0.005120441999999947,0.0040407250000003
0.005012259999999991,0.004229625000000681
0.005012838000000741,0.003707579000000294
0.005006897999999538,0.004020941000000278
0.006181037000000167,0.004109439000000492
0.008195896999999341,0.0052675539999995635
0.00502379899999994,0.004400302999999717
0.005130072000000041,0.004464943999999527
0.005054823000000042,0.007148394999999752
0.004878504999999755,0.004031918999999995
0.0055196879999996895,0.003993258000000388
0.005187169000000047,0.003855173000000711
0.006000869000000186,0.004267763000000535
0.005162593000000548,0.004067556999999944
0.00859628700000048,0.004244550000000125
0.005544138999999504,0.00453823600000014
0.005143708000000302,0.0039944759999999135
0.005094630000000322,0.004673227999999696
0.0047878660000000295,0.0065679949999992715
0.005136741999999472,0.004417549000000243
0.0047855600000001886,0.004233244999999997
0.0060200679999997675,0.004259603999999584
0.004811759000000748,0.004280490999999387
0.00783446500000018,0.004194599999999937
0.005584904000000002,0.004044936999999749
0.005262630000000712,0.004082533000000055
0.004822726999999638,0.004068653000000033
0.0048197029999998975,0.004279016999999996
0.004814889999999572,0.007130168999999853
0.00517214300000024,0.00459987699999953
0.005085915999999635,0.003994342000000373
0.005087845000000257,0.004050508999999813
0.007211522000000414,0.004051797999999884
0.004973501999999463,0.004036762999999333
0.005158745000000131,0.004358231000000323
0.004884639000000135,0.004235181999999504
0.004583847000000141,0.004492552000000316
0.004767699000000292,0.004144239000000383
0.004889743999999752,0.006831774000000124
0.004608648000000493,0.004080023999999405
0.004829889999999892,0.004316902000000233
0.007251624000000234,0.004213819000000285
0.004945033000000265,0.004216427999999439
0.004550426999999857,0.003953413999999711
0.005070247999999999,0.003950640000000227
0.005481353000000411,0.004282232000000441
0.0049255669999999085,0.00433535400000018
0.004914259999999615,0.005529840000000341
0.0047176249999996145,0.0064256860000000415
0.00511318900000024,0.0042531660000006966
0.008287954000000042,0.004330867999999377
0.005765373000000018,0.005031400000000019
0.005132955999999744,0.003922675000000098
0.004913999999999419,0.0040424469999997825
0.0047963179999994665,0.004055198999999732
0.0051233160000005995,0.004159349000000034
0.004766676000000025,0.004218771000000565
0.004965571999999696,0.004027267000000556
0.004832251000000731,0.007162346000000319
0.007474766000000521,0.005939233000000321
0.0057962869999999,0.004095308000000131
0.0056074129999998945,0.00405818099999955
0.005277490000000107,0.0052653599999992196
0.005200991000000599,0.00539311699999967
0.0046554059999994735,0.004343058000000788
