Scan,GetItem
0.00703161699999999,0.006342936000000243
0.004849571999999913,0.004286056999999843
0.004332295000000208,0.004058636999999976
0.004461358999999998,0.0050381970000001886
0.004467554000000096,0.0037025889999995343
0.004363034000000265,0.004128656999999869
0.004425930000000022,0.004099785000000189
0.004732682999999849,0.004398454999999579
0.004583436999999968,0.004387504999999514
0.005015584000000128,0.0038456389999996787
0.008184269000000022,0.007365493000000001
0.0048590590000001654,0.004183686000000186
0.006379437000000099,0.004047911999999876
0.004851519999999887,0.004152853999999984
0.004365597000000054,0.004071964999999622
0.00475607999999994,0.004159808999999903
0.0058436769999996585,0.00532147599999977
0.0047141320000001485,0.00440651699999961
0.004641053999999922,0.004186229000000097
0.004361432000000054,0.004394174999999834
0.006510475000000238,0.008353742999999803
0.004855202999999975,0.0042999460000006096
0.0043818169999996215,0.003952754000000169
0.00486559799999986,0.0039772710000001155
0.004689382999999658,0.004093659999999666
0.00481592899999983,0.0038520000000001886
0.004343119000000062,0.00395693300000044
0.004418611000000183,0.0042893360000002545
0.0043853609999997545,0.004368892999999652
0.004268767000000118,0.00410947199999967
0.007202189999999664,0.006090144000000741
0.0040722500000001105,0.005416645999999581
0.004302196999999897,0.004548028000000315
0.003919153999999647,0.0039569159999999215
0.004239203000000025,0.0038616139999998467
0.003924994000000126,0.0038981209999997546
0.004378583999999908,0.004109890999999699
0.005861133999999879,0.004123616000000219
0.004215816000000316,0.0041589719999999275
0.004381127999999901,0.0042193629999998095
0.006962321000000049,0.0072054139999995215
0.004726439000000138,0.004421588000000476
0.00427298399999998,0.004311820999999938
0.004281562000000072,0.004344607000000167
0.004416702000000328,0.004031423999999895
0.004382386000000071,0.004094842999999848
0.004437612999999896,0.0040257050000001016
0.003976135000000269,0.004017467999999802
0.004377061000000015,0.004162234999999903
0.004351667999999975,0.004145432999999699
0.008999175000000026,0.00710960500000013
0.004612922000000186,0.004280817000000603
0.00481438100000009,0.004236753999999898
0.004381276000000156,0.004194905000000304
0.004344354999999744,0.004097107999999849
0.004284348999999743,0.004029580000000088
0.004576741000000162,0.0039248249999994655
0.00785673599999992,0.004528996999999535
0.005491721999999921,0.004700154000000012
0.004995187999999651,0.004302736000000529
0.007686817999999818,0.008083842999999646
0.006418587999999836,0.005023800000000023
0.005051444999999877,0.005061141000000546
0.005198706999999914,0.004726774999999961
0.0046802640000001006,0.005054169000000108
0.004348586999999959,0.005173178000000611
0.004236836000000022,0.004895880000000297
0.004353747000000574,0.0050719560000001
0.004607090000000369,0.005103400000000313
0.005312020999999945,0.0049530100000003685
0.007359039000000678,0.008306238999999493
0.005940519000000144,0.00642886400000009
0.004901253999999966,0.005161312000000251
0.0048003569999997,0.005107931999999593
0.0043924379999999985,0.005430491999999454
0.004433951999999408,0.00526581399999948
0.005310866000000303,0.005085542999999859
0.0051220380000005505,0.005315650000000005
0.004955620999999688,0.0048698320000006845
0.005778219999999834,0.005146987999999908
0.008002596999999945,0.008233188000000169
0.0050079159999993905,0.005475110999999977
0.004704980000000525,0.0054592900000001165
0.004326795999999966,0.00486530800000029
0.004138334000000299,0.005088986999999712
0.004076223000000212,0.005479807000000392
0.00490360600000006,0.005482254000000353
0.004533381999999975,0.005625088000000389
0.0047344870000003425,0.0052880829999999435
0.00414550600000041,0.004904668000000001
0.007092615999999552,0.007619915999999449
0.004431733000000548,0.004935369000000023
0.0041736719999994065,0.004642314000000702
0.004061584000000451,0.006639145999999485
0.004576303000000337,0.0046212809999994775
0.00409071700000041,0.004203161000000399
0.00452957599999948,0.004110357000000064
0.004415026000000211,0.0044036820000004084
0.004767320000000019,0.0044201230000000535
0.0048212020000004685,0.004262576000000351
0.00797041399999987,0.006551971000000378
0.00498040500000041,0.004148564000000299
0.0048288290000000345,0.004088431000000448
0.004735966000000147,0.004047136000000506
0.004421660000000216,0.003976674999999652
0.0043697270000002675,0.004352872999999313
0.0043634749999998945,0.004368534000000146
0.004248217999999859,0.0042963660000001624
0.004775418999999559,0.004177277000000146
0.00503891199999984,0.004380826000000226
0.008778414000000012,0.00667152900000012
0.005312385999999947,0.004413058999999997
0.004785126999999889,0.003885258000000391
0.004746279999999992,0.004252521999999814
0.004797703000000375,0.004006151999999652
0.004924157999999679,0.0040964089999997455
0.004780476000000533,0.004161885000000254
0.005014789000000519,0.004141275000000277
0.004979540999999976,0.004344475999999986
0.00524705900000022,0.004101848000000352
0.008752202999999348,0.006480974999999667
0.0050416969999993455,0.004308986000000736
0.004743161999999579,0.004079141000000064
0.004834498000000131,0.004012857000000203
0.004401174999999924,0.0040863350000002185
0.005186373999999994,0.004248709000000517
0.006517707999999622,0.004071571999999968
